Snippets, SSB_VAE, 1.000000, 4.000600, 6004000.000000, 0.007129, 0.521298, 0.045435, 0.482045,  0.220893, 0.555353, 0.519642, 0.509718, 1, 20
Snippets, SSB_VAE, 1.000000, 4.000600, 6004000.000000, 0.007129, 0.548943, 0.046038, 0.503892,  0.217071, 0.587956, 0.545775, 0.534306, 1, 20
